data,label,angle
"[0.22585027 0.20199423 0.7172592  0.17259143 0.21907805 0.6723581
 0.18573216 0.17782526 0.76994556 0.10425926 0.2964484  0.8326817
 0.13429856 0.21166945 0.5096158  0.15213817 0.4361329  0.485456
 0.2592665  0.238299   0.7083229  0.51011425 0.51342666 0.6944947
 0.5209411  0.242158   0.783772   0.85658365 0.56114554 0.8506373
 0.78503394 0.22884041 0.8135407  0.32306492 0.59504277 0.8172894
 0.39486146 0.47829065 0.7373368  0.5219964  0.6885783  0.656928
 0.5975925  0.5601481  0.32513064 0.5785391  0.8055258  0.89458126
 0.5791894  0.7184121  0.474587  ]",pushup,"74.64505004882812,39.01435089111328,38.54605102539063,17.731033325195312,176.26825565099716,4.342233657836914"
"[0.369203   0.60426164 0.70207006 0.35594285 0.59661615 0.6131743
 0.3561684  0.59481925 0.5359428  0.35643473 0.5625004  0.38424727
 0.36111647 0.5558812  0.4858407  0.3979715  0.547771   0.5865352
 0.40234363 0.5469908  0.5250299  0.4764635  0.63164395 0.3179991
 0.48504776 0.6417447  0.5035913  0.45178416 0.723963   0.3325204
 0.44700468 0.7338344  0.46869972 0.5856749  0.57095134 0.7478764
 0.5923506  0.5725641  0.6894941  0.48468828 0.67526543 0.31009272
 0.48335013 0.70733285 0.20257267 0.5827498  0.7684403  0.4726881
 0.5789087  0.7778786  0.18044956]",situp,"92.52935028076172,90.53518676757812,121.30034637451172,127.03135681152344,63.56142807006836,58.068546295166016"
"[0.48370817 0.54634506 0.5701946  0.46883103 0.5366681  0.6050888
 0.47069633 0.5336634  0.6050667  0.47278938 0.50002795 0.62616587
 0.47800756 0.4976578  0.7518817  0.52183926 0.49135303 0.7948519
 0.527067   0.47661895 0.515432   0.5596163  0.5963636  0.36619055
 0.5800256  0.6042458  0.34280667 0.5204295  0.64990836 0.47761184
 0.5149703  0.6626102  0.4400569  0.71982205 0.4812492  0.6342227
 0.72751784 0.48369116 0.75969666 0.6007065  0.6177892  0.6556156
 0.607495   0.61850834 0.6222683  0.7117832  0.7026667  0.39836675
 0.70777744 0.71102935 0.3163774 ]",situp,"88.98273468017578,93.71627807617188,129.65686798095703,45.97752380371094,70.63906860351562,55.98456573486328"
"[0.309388   0.52255017 0.7138608  0.29403856 0.5290667  0.6554941
 0.29221493 0.50336105 0.72456944 0.3035858  0.52477777 0.67124134
 0.30773956 0.4586424  0.820854   0.3810202  0.55357623 0.59483975
 0.38735154 0.4393034  0.7055079  0.44252557 0.6674085  0.38625684
 0.475081   0.5118271  0.49531975 0.45383433 0.75489336 0.51640356
 0.46168247 0.6312463  0.14343813 0.59634817 0.5260339  0.4072259
 0.6101496  0.45207402 0.46702617 0.5069432  0.71180874 0.31754202
 0.53213936 0.5900758  0.46816152 0.67699766 0.82390666 0.58077604
 0.7254745  0.76193035 0.7657354 ]",situp,"77.84507369995117,82.30697631835938,116.19822311401369,57.01153564453125,56.82198333740234,21.01752471923828"
"[0.38888252 0.46111187 0.59729147 0.37419236 0.46716937 0.4635694
 0.37659323 0.46552354 0.5251044  0.37115335 0.50197345 0.4824789
 0.3767898  0.49747106 0.47178224 0.4119825  0.54534054 0.70515484
 0.4167058  0.5260808  0.66609895 0.46477672 0.45062238 0.19310588
 0.47253272 0.45340216 0.31742972 0.43254548 0.43822095 0.42875603
 0.43228886 0.4338293  0.5185993  0.6029352  0.53524613 0.6619823
 0.59544396 0.52596545 0.6568422  0.4852906  0.39656523 0.5640322
 0.4872612  0.39771762 0.41970414 0.5972715  0.28969884 0.39901257
 0.5952463  0.29530156 0.27655393]",situp,"86.66531372070312,86.64708709716797,130.1121368408203,127.28229522705078,101.59283447265624,98.08956909179688"
"[0.05520354 0.75011945 0.6422474  0.02764796 0.7471372  0.56393635
 0.02082712 0.71868765 0.5552075  0.04051679 0.6834445  0.42986026
 0.03657384 0.6281063  0.75652003 0.27782753 0.67171884 0.8293406
 0.15177317 0.5701261  0.8930538  0.5875821  0.67567605 0.82721144
 0.53779864 0.5586923  0.55910087 0.84320116 0.6882834  0.8292414
 0.89767194 0.5504844  0.7941853  0.46186244 0.4288916  0.5104105
 0.43238086 0.36042795 0.70204943 0.63951594 0.27922368 0.75696003
 0.6103313  0.22179793 0.749577   0.7487819  0.17983283 0.7327742
 0.75309587 0.11089046 0.91156006]",pushup,"0.0778656005859375,2.177215576171875,1.149139404296875,12.728927612304688,0.3900154829025268,2.091653823852539"
"[0.53837854 0.7591267  0.5777224  0.542444   0.78233176 0.5526114
 0.53822476 0.77760386 0.6682662  0.58622223 0.8058601  0.7557865
 0.5670038  0.7942669  0.44317877 0.64523154 0.78544843 0.8194934
 0.58744925 0.7248646  0.6525217  0.594219   0.9067234  0.61020756
 0.5535628  0.72147554 0.31219843 0.5898671  0.90632993 0.55979013
 0.5675404  0.7603274  0.27755055 0.6533151  0.53396994 0.6955504
 0.624869   0.5208995  0.5062442  0.48878437 0.39566463 0.7493209
 0.46733752 0.39230677 0.67558324 0.6717821  0.26974517 0.810275
 0.62463355 0.27247977 0.81132925]",situp,"103.47539520263672,105.41783905029295,61.17124938964844,51.79052734375,64.50167083740234,107.64734649658205"
"[0.6310423  0.19935213 0.2752279  0.58174086 0.20890707 0.50824016
 0.59588635 0.17497154 0.40419233 0.48727036 0.25715855 0.70257044
 0.4938375  0.17861547 0.4755223  0.3954237  0.42214835 0.63297194
 0.4257234  0.2327504  0.4921066  0.558184   0.64525795 0.5667747
 0.58421135 0.26098084 0.60304993 0.88759285 0.5960882  0.6787415
 0.80935043 0.23186347 0.6477715  0.5415667  0.63628924 0.50016457
 0.5768512  0.50187296 0.5542031  0.64132553 0.7371458  0.6451955
 0.665044   0.57472414 0.1805786  0.5771379  0.8272589  0.5325825
 0.5800824  0.7717259  0.3267721 ]",pushup,"73.77103424072266,80.14879989624023,21.125083923339844,10.37445068359375,162.53100299835205,117.62139701843262"
"[0.36361828 0.30450225 0.4977057  0.34795907 0.32004267 0.47194675
 0.35186604 0.29628155 0.48805153 0.34775007 0.37447536 0.5030568
 0.36152372 0.31884542 0.20228669 0.4037094  0.44691467 0.48858
 0.47505027 0.3332126  0.6043112  0.45212883 0.51174176 0.09273447
 0.55352575 0.3082486  0.25420895 0.41713342 0.44131044 0.20704705
 0.53183645 0.19553865 0.25478637 0.63072014 0.5632884  0.6158495
 0.66413337 0.48405203 0.51290387 0.631029   0.5263006  0.4714364
 0.72371024 0.356966   0.5766112  0.80206066 0.6754227  0.44207218
 0.8701206  0.52771246 0.53670406]",squat,"65.72893524169922,49.39332580566406,76.53597259521484,63.33714294433594,83.24604034423828,10.33456802368164"
"[0.5872324  0.7255022  0.58905166 0.5572864  0.7298006  0.3719786
 0.5525356  0.71632254 0.53035164 0.5197651  0.6767965  0.18054375
 0.5106299  0.64143515 0.5914961  0.58321345 0.6011594  0.34938905
 0.5010035  0.5076103  0.44052923 0.679193   0.527747   0.06877755
 0.5978833  0.3306582  0.63075376 0.6415793  0.55054045 0.13882047
 0.822108   0.3308652  0.33644363 0.69835025 0.30035135 0.16603202
 0.63885    0.25047195 0.19438739 0.72209954 0.05305169 0.2300386
 0.6932692  0.05182615 0.12785715 0.7973467  0.14164588 0.01001928
 0.7621377  0.10766713 0.01097568]",pushup,"66.28401184082031,45.82833099365234,12.87445831298828,15.459213256835938,118.64743650332092,6.1961212158203125"
"[0.2695165  0.7302707  0.67947686 0.23780866 0.7507087  0.7079085
 0.22381058 0.7267185  0.8619297  0.20000744 0.72324467 0.48515335
 0.16603296 0.66258484 0.66490555 0.3302692  0.65393484 0.82963485
 0.16171508 0.5528681  0.7900361  0.598347   0.6669618  0.899325
 0.5418954  0.55501443 0.35921764 0.8374262  0.6875194  0.8456326
 0.88590276 0.5525663  0.8685704  0.4698432  0.42495877 0.5079476
 0.4211925  0.3522283  0.6139184  0.6306208  0.28404328 0.7350297
 0.60861886 0.21543574 0.6729839  0.74307734 0.17886005 0.8363362
 0.75036263 0.08975614 0.91157323]",pushup,"5.438644409179688,1.8525848388671875,1.589111328125,17.401954650878906,179.26880007982254,2.1325364112854004"
"[0.8143567  0.0949555  0.43615302 0.79821277 0.07907317 0.5432436
 0.7966921  0.08091769 0.58413947 0.7467241  0.1000146  0.6595906
 0.74499327 0.09789737 0.66022843 0.7327199  0.17620718 0.642617
 0.721136   0.18010227 0.37395874 0.69990677 0.30711907 0.55564517
 0.6963803  0.30790302 0.54426557 0.8964305  0.3108554  0.85222435
 0.8803598  0.31868905 0.41679862 0.71393347 0.43003798 0.5967473
 0.71894205 0.43685502 0.5703872  0.7818736  0.6147761  0.64965194
 0.7761924  0.6091941  0.59016216 0.7583205  0.8123792  0.65996253
 0.756994   0.7972843  0.7296319 ]",pushup,"24.204307556152344,26.98896026611328,18.865867614746094,24.424560546875,97.60751342773438,102.9821319580078"
"[0.5110052  0.7890334  0.48563772 0.510135   0.8028138  0.6104345
 0.50144595 0.78889126 0.59717894 0.5396596  0.81203145 0.60455984
 0.51192075 0.7844818  0.42115256 0.5652395  0.7913501  0.681113
 0.50963867 0.6978303  0.35616964 0.6565945  0.7741903  0.75492173
 0.51686954 0.57128733 0.47271362 0.5309394  0.73175776 0.41047046
 0.5009478  0.57848847 0.19633973 0.6307497  0.5603713  0.6011172
 0.5684807  0.5102916  0.44427207 0.5099048  0.4400457  0.49030015
 0.47450608 0.38751557 0.8606401  0.749981   0.29226467 0.5976411
 0.6378755  0.24423051 0.5466836 ]",situp,"86.17820739746094,103.50863647460938,54.850711822509766,60.95777130126953,62.393165588378906,150.70236682891846"
"[0.45278415 0.4331596  0.48741886 0.4415885  0.42676184 0.60754496
 0.44208947 0.420663   0.56808025 0.43702662 0.38859832 0.5552532
 0.43963787 0.37751678 0.4496027  0.47204167 0.38771212 0.4875599
 0.50096744 0.29767036 0.83228976 0.52445996 0.49640042 0.24106584
 0.5634962  0.42289776 0.38804695 0.45261887 0.41180405 0.5666691
 0.6867009  0.6826774  0.3886055  0.68287826 0.41137335 0.6111869
 0.70744884 0.38168615 0.7373756  0.5450259  0.5391866  0.6552404
 0.5598322  0.52594286 0.50654495 0.7084274  0.6923269  0.08855946
 0.71312106 0.681289   0.39356443]",situp,"90.2776107788086,94.0207862854004,113.51848602294922,130.76083755493164,1.1605339050292969,14.591506958007812"
"[0.35663214 0.557383   0.7082477  0.34343293 0.5788411  0.6102342
 0.33762157 0.55597234 0.82621586 0.35602722 0.62337893 0.8024684
 0.3443375  0.5708287  0.5119223  0.44399554 0.64428115 0.8171246
 0.40290895 0.54210293 0.6812294  0.46931288 0.5448664  0.35891467
 0.42100012 0.4248944  0.22536993 0.39028144 0.4234789  0.72263914
 0.38908267 0.4140988  0.31062448 0.61250937 0.5264809  0.56381863
 0.58369905 0.46866444 0.6240458  0.41571572 0.32713774 0.3721
 0.41318035 0.31583637 0.80210185 0.6308159  0.25155288 0.22205807
 0.60455287 0.21346366 0.70614105]",situp,"109.98748779296876,115.27009582519533,116.024169921875,99.67562866210938,80.08705139160156,47.35430145263672"
"[0.05582184 0.7518967  0.690366   0.02401578 0.7484925  0.5399489
 0.02027438 0.7247508  0.5642208  0.03757999 0.68121564 0.30503803
 0.03384774 0.6349458  0.65933424 0.2551161  0.664719   0.7686161
 0.15010245 0.5685521  0.86701465 0.51778466 0.6688065  0.4825338
 0.53694487 0.5505308  0.5594196  0.8333865  0.69014233 0.92012125
 0.88650334 0.54807204 0.85046667 0.46336067 0.42791268 0.49994248
 0.4362846  0.357435   0.7606465  0.6291544  0.28835604 0.8488185
 0.6036646  0.22384927 0.65967286 0.7366214  0.18509431 0.7289328
 0.7475929  0.10201096 0.7558237 ]",pushup,"1.6552734375,3.7678070068359375,2.1770782470703125,8.583053588867188,2.264224648475647,2.975985288619995"
"[0.38740394 0.7653106  0.68652284 0.3507499  0.78645325 0.8054676
 0.34162357 0.75600415 0.77546847 0.29303077 0.7569806  0.34444258
 0.2633505  0.6853374  0.6609111  0.3902556  0.7042883  0.6198862
 0.2797418  0.5741863  0.5968601  0.6119237  0.65616345 0.82288843
 0.5626769  0.48815876 0.73299295 0.84179634 0.68581903 0.8601942
 0.89270437 0.5421394  0.8791615  0.5206708  0.44357055 0.81414896
 0.47082272 0.36911687 0.8340811  0.6654296  0.28707168 0.8188426
 0.6327453  0.21199921 0.9071919  0.73621255 0.1840099  0.81746995
 0.74120295 0.09600176 0.8994966 ]",pushup,"2.7867889404296875,8.286972045898438,2.8851776123046875,16.19335174560547,153.79862022399902,160.39993858337402"
"[0.31442374 0.28607625 0.5361655  0.2902375  0.30274224 0.651415
 0.29109478 0.30108795 0.67221767 0.2982427  0.36598906 0.7277922
 0.30062407 0.37001008 0.6259758  0.38887122 0.38406113 0.5998434
 0.3753003  0.37673807 0.72253245 0.50001866 0.19684166 0.5580515
 0.4210086  0.2711432  0.5393293  0.46290892 0.10953852 0.10689005
 0.4685084  0.17921877 0.20328146 0.70363045 0.32310227 0.51572824
 0.6438346  0.31385487 0.45457378 0.43689558 0.08646542 0.5208255
 0.4200913  0.10011435 0.53128576 0.68853974 0.02226877 0.26185662
 0.66491055 0.02438678 0.54323965]",situp,"119.12188720703124,124.11040496826172,123.13020324707033,127.46111297607422,3.920520782470703,53.72529220581055"
"[0.8423517  0.26594737 0.56700915 0.80285835 0.2726963  0.4441409
 0.8086557  0.24504755 0.5462961  0.6969114  0.33029717 0.5104999
 0.7098252  0.26393232 0.41497785 0.62713563 0.48704216 0.24280578
 0.6509873  0.2951417  0.19234294 0.72516364 0.64974225 0.33255023
 0.6847015  0.43238112 0.32108122 0.887511   0.50877416 0.7686846
 0.85011536 0.3824167  0.42361176 0.7794274  0.64848924 0.3337589
 0.7772732  0.5352679  0.27860832 0.78170824 0.7054003  0.49236673
 0.76060903 0.6452765  0.18358302 0.74683505 0.76717633 0.50128645
 0.71603936 0.72949743 0.19995652]",pushup,"19.27406311035156,31.740177154541016,36.35423278808594,41.03349304199219,86.99463653564453,80.10112380981445"
"[0.30538    0.36503404 0.85139006 0.28673434 0.39567408 0.8870324
 0.28530946 0.3660357  0.8014813  0.31132424 0.47678387 0.89622617
 0.29816413 0.40241918 0.60920614 0.42080367 0.5441289  0.8398003
 0.39628544 0.36756787 0.822588   0.54493344 0.73540694 0.9347757
 0.4588857  0.38498187 0.30568615 0.44955504 0.70386046 0.6142912
 0.39488146 0.33600065 0.49125633 0.6119777  0.6624405  0.8258399
 0.6246469  0.5149766  0.6871249  0.70471776 0.48827827 0.8239221
 0.64571524 0.25143903 0.78459686 0.8876725  0.65008533 0.8464442
 0.81014484 0.4096341  0.68555355]",squat,"50.67780303955078,76.54505157470703,61.728248596191406,86.28289031982422,21.880759239196777,38.716796875"
"[0.22118571 0.18869288 0.6177123  0.17102638 0.2061106  0.7025691
 0.18255632 0.16855766 0.80452114 0.09932499 0.28293043 0.8099902
 0.12918976 0.20426947 0.45865443 0.12047815 0.41293186 0.8638844
 0.2582117  0.22784323 0.6303965  0.5177722  0.50815195 0.70350933
 0.52185756 0.23151772 0.75640315 0.8618775  0.5501831  0.76403385
 0.7861146  0.2131687  0.76307327 0.33684236 0.5744879  0.7281416
 0.41363496 0.45098293 0.8037606  0.55146563 0.6899592  0.48243317
 0.6302679  0.5379852  0.3038098  0.59385    0.79864424 0.8297139
 0.59586185 0.7188602  0.4231654 ]",pushup,"78.88917541503906,40.41440582275391,33.260711669921875,8.46710205078125,175.22947776317596,6.51397180557251"
"[0.33584854 0.46941182 0.5349172  0.31196037 0.47697374 0.56989366
 0.31450805 0.47825134 0.53574234 0.2977917  0.53833735 0.6593536
 0.2991113  0.5429268  0.6080547  0.3858612  0.61172014 0.80969805
 0.3901886  0.5896965  0.5683023  0.53920615 0.53135747 0.09851257
 0.5231565  0.5278685  0.19735596 0.34041852 0.4375726  0.16962987
 0.57825935 0.3939778  0.08267343 0.67822886 0.5171055  0.80655265
 0.6734759  0.51258683 0.66211563 0.4942004  0.2932272  0.6826348
 0.48709053 0.29334766 0.47537228 0.6827653  0.06228151 0.45642576
 0.63829434 0.1009668  0.44681036]",situp,"78.53536987304688,78.65157318115234,115.1426239013672,111.48790740966795,42.69264602661133,127.08535385131836"
"[0.88035166 0.08027446 0.41019833 0.8599708  0.07209463 0.5664184
 0.8665569  0.06945173 0.6108716  0.81535834 0.10016503 0.5567679
 0.82504165 0.09439356 0.59783477 0.7997079  0.16089217 0.5233296
 0.78669006 0.16309258 0.25172737 0.68146074 0.28261128 0.731052
 0.67865086 0.28199744 0.48720038 0.8989213  0.30269754 0.8121947
 0.875864   0.28669912 0.25841928 0.7523265  0.4184837  0.6770649
 0.75286794 0.4259188  0.67956775 0.8162914  0.60073555 0.573431
 0.8007604  0.60418683 0.70507467 0.7656101  0.802598   0.6131406
 0.7625739  0.78837705 0.792531  ]",pushup,"26.7503662109375,33.433372497558594,22.37055969238281,29.762008666992188,130.89317321777344,128.89378356933594"
"[0.5890744  0.19876035 0.60415226 0.54838306 0.22405702 0.70222247
 0.55096483 0.19080156 0.640188   0.5054919  0.31328785 0.7326369
 0.51635945 0.23652542 0.4396393  0.53315395 0.45842075 0.6274708
 0.54587024 0.24149428 0.4359009  0.5651047  0.68908095 0.7174481
 0.6640371  0.22616515 0.6401901  0.8042554  0.66896695 0.5334616
 0.85878    0.23608312 0.7760719  0.61250025 0.7696651  0.28041837
 0.59626275 0.69024336 0.3241025  0.8557316  0.74247235 0.03866347
 0.8361829  0.7918294  0.07637002 0.9079197  0.83409345 0.04187334
 0.8641696  0.7484674  0.04700445]",pushup,"99.89039611816406,113.28710174560548,60.64419555664063,97.92284393310548,169.6931393146515,93.07875728607178"
"[0.42446882 0.31345797 0.25910962 0.4173391  0.3031486  0.26035234
 0.41873035 0.29268706 0.26695007 0.43393692 0.29156673 0.32725915
 0.4441416  0.2645776  0.34892583 0.45587173 0.31257808 0.37372205
 0.486317   0.2743462  0.1855966  0.5111097  0.38889512 0.27037963
 0.5410185  0.35559925 0.19950874 0.53743476 0.41754505 0.18333325
 0.54981303 0.41405582 0.19867384 0.5740548  0.40383485 0.40696388
 0.6082939  0.39079115 0.27121893 0.5652923  0.509684   0.4101933
 0.58700037 0.49721643 0.44626418 0.6572864  0.638657   0.18390313
 0.6828082  0.6411445  0.27947262]",situp,"44.96461486816406,40.231895446777344,57.643463134765625,57.05825805664063,25.393630981445312,6.681541442871094"
"[0.4979119  0.4171527  0.33718535 0.49502283 0.4109316  0.46682864
 0.497972   0.41005766 0.41502526 0.49388012 0.41227812 0.4516815
 0.49893218 0.40512833 0.34280586 0.51704687 0.43108633 0.30674812
 0.51727146 0.41511548 0.373947   0.5266451  0.4507392  0.26672196
 0.5140645  0.4369275  0.2277789  0.54510504 0.44224384 0.16847514
 0.51606613 0.4380268  0.21557818 0.58465797 0.48487136 0.26549214
 0.5844087  0.48610073 0.27341175 0.5040651  0.56520104 0.40322125
 0.49956524 0.58148426 0.3888076  0.6043955  0.62596744 0.41390494
 0.5958858  0.6309226  0.49740458]",situp,"104.48300170898438,103.89197158813477,85.05720520019531,96.59125137329102,69.5888442993164,91.31823921203612"
"[0.69746417 0.09298409 0.5278811  0.6524448  0.06907158 0.7724565
 0.6540442  0.07165506 0.743957   0.5667622  0.12611789 0.79542756
 0.5703816  0.12144237 0.7101101  0.51094204 0.25652266 0.8850094
 0.52410835 0.25182477 0.60262483 0.67909414 0.38211113 0.49823406
 0.7034287  0.36120093 0.3660692  0.9685193  0.342675   0.8842326
 0.9233623  0.33620188 0.4284721  0.6135339  0.6099407  0.6604571
 0.6088251  0.59724647 0.7431322  0.70668626 0.92471564 0.3462162
 0.68492156 0.8752709  0.5738659  0.68922555 0.9775447  0.15223655
 0.679464   0.9712749  0.20266865]",pushup,"18.560821533203125,34.774620056152344,1.5270767211914062,0.2980194091796875,142.13419389724731,135.48573780059814"
"[0.4850815  0.68409073 0.6656748  0.47727725 0.7070559  0.74084634
 0.4766065  0.69731736 0.759774   0.49133474 0.7506033  0.76550114
 0.48923227 0.73005074 0.6558539  0.56416106 0.7656868  0.83511615
 0.540558   0.67616403 0.7388134  0.46631795 0.8208449  0.57007086
 0.4815864  0.6367838  0.46543285 0.46557438 0.81899637 0.38441426
 0.46318552 0.7315186  0.2665672  0.6657544  0.5329865  0.8341286
 0.64089876 0.5095132  0.61014915 0.48672575 0.39550716 0.64718527
 0.46294412 0.39816585 0.51018524 0.6740039  0.27201608 0.83817226
 0.6267117  0.279716   0.7448655 ]",situp,"112.08805847167967,109.0778350830078,89.01774597167969,76.06400299072266,67.25765991210938,82.50078582763672"
"[0.45100576 0.25638837 0.5291779  0.4430604  0.25256267 0.6445532
 0.4541257  0.23065488 0.6309637  0.4623384  0.25903538 0.47114977
 0.4947753  0.21651189 0.79271483 0.47646055 0.34964606 0.59161496
 0.5462582  0.23854299 0.8587576  0.4474639  0.42824513 0.62819254
 0.5658269  0.14278159 0.74754053 0.4241826  0.31588468 0.8144705
 0.5021401  0.15798314 0.6874099  0.57677245 0.5173552  0.66035306
 0.60586494 0.46274537 0.699889   0.42079282 0.6586851  0.8928391
 0.4461223  0.5730344  0.7757985  0.6134864  0.77817744 0.9313262
 0.6619828  0.6924079  0.76295626]",situp,"116.43501663208008,106.01722717285156,70.2664680480957,78.70585632324219,65.02582550048828,31.956085205078125"
